id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C10orf2	770.459533696062	0.945257065590706	0.388572025542541	2.43264312265119	0.0149890663486911	0.0674203480253104
ARHGAP39	600.902520419898	1.4356259633196	0.590208042147142	2.43240664443825	0.0149988574709691	0.0674420043839501
RNPEP	5076.15939792795	0.725911234689014	0.298670710766004	2.43047345629326	0.0150791105284384	0.0677839543778362
NKRF	987.587377641321	0.94576342792804	0.389141341867783	2.43038537974045	0.01508277586963	0.0677839543778362
CEP70	1175.78729891493	0.90450115179956	0.372178176755604	2.43029067336614	0.0150867179890243	0.0677839864577287
SNED1	2406.71064044988	-1.33760536274448	0.550422740164904	-2.43014189846832	0.0150929125241029	0.0677941358905337
ARHGEF7	4547.41434029338	-0.808485932318002	0.3327324745612	-2.42983776496182	0.015105582690739	0.0678333596013216
HOXB6	161.174949669996	-1.33369573487828	0.549075868252407	-2.42898260876616	0.0151412586126846	0.0679758459374787
EFNA1	6162.12104115985	1.59082329799986	0.655079860125197	2.42844177455834	0.015163859745485	0.068041846307821
SH3BP5	4837.82002663579	-1.10914712584121	0.456719594591514	-2.42850786122549	0.0151610964314492	0.068041846307821
NPY5R	192.172606695768	-2.15260150835518	0.886697386180905	-2.42766195311193	0.0151965003099392	0.0681528024834711
SCD	248761.524233301	-1.99801811354504	0.823010347118484	-2.4276950108106	0.0151951153769976	0.0681528024834711
COL12A1	25305.9310903577	1.40408994396824	0.578408893743492	2.42750407048705	0.0152031162433271	0.0681637819135595
CD164	29686.1623492012	-0.87709486343192	0.361328809979336	-2.42741469599969	0.0152068625272152	0.0681637819135595
RASSF9	191.566011834933	-1.18287130433862	0.487358242575073	-2.42710844098715	0.0152197058934887	0.0681979266213475
SEC24D	4414.22709712322	0.899147718674844	0.370470257876196	2.42704427564418	0.0152223979948381	0.0681979266213475
TMEM14A	1082.171553286	0.767540507353458	0.316296165400346	2.42665132023323	0.0152388938592687	0.0682540784242752
MCM5	2212.91011554535	1.17564429368904	0.48451388950358	2.42644084959789	0.0152477356714109	0.0682581846870387
C6orf127	115.183809720504	2.73401009647655	1.12674442065325	2.4264687238402	0.0152465644229045	0.0682581846870387
KRT81	6251.76266379464	2.59284735071475	1.06875334918501	2.42604839806298	0.0152642345141765	0.0683142903978188
TCAM1P	16.1178750452714	2.38657650274246	0.983959321976774	2.42548289287796	0.0152880362543254	0.0684030422122102
PRSS22	436.150654620993	2.19225553431532	0.903999610595548	2.42506247637771	0.0153057524773181	0.0684645266617194
LYRM7	1241.85868062831	-1.0410730513249	0.429343483277127	-2.42480226642434	0.0153167266983111	0.0684958292069335
LUZP1	3361.85038279361	-0.677293346984061	0.27933696745215	-2.42464630858456	0.01532330745956	0.0685074732152558
EPHA3	368.423964226375	-1.51498281117612	0.624872739118105	-2.42446616140471	0.0153309120066393	0.068517026340146
GBP4	2582.67557493048	-1.27410968953585	0.525534514275998	-2.42440725570827	0.0153333993115792	0.068517026340146
PFN1	20685.0147542229	0.802530069796638	0.331099090700597	2.42383652609406	0.0153575168861439	0.0686069984130486
ZSCAN5A	197.213664422533	0.972446064765122	0.401259907875595	2.42348175254682	0.0153725255338985	0.0686562418581633
VENTX	55.7609409205775	-1.63896403433356	0.676448619617283	-2.42289508294192	0.0153973728432473	0.0687493894758366
HNF4G	124.146853220093	2.02434291930766	0.835755479530876	2.4221712796235	0.0154280769047472	0.0688581735611103
CCDC60	2.93210491260873	2.93260790544715	1.21075462479582	2.42213231763761	0.015429731217107	0.0688581735611103
RHEBL1	45.3186097774355	1.30933552906258	0.540619085731814	2.42191880312584	0.0154387997414121	0.0688807988463
MRPS21	3373.50172588417	1.2550945696313	0.518318922895427	2.42147163491563	0.0154578073557588	0.0689477445650703
CDK6	4762.4454186326	1.72959600672395	0.714552785774219	2.42052937327776	0.0154979271602508	0.0691087997055348
PLEK2	224.058783219184	1.78630142638274	0.738222353960426	2.4197335894796	0.015531881549133	0.0692422856018026
KRT8	58729.9369003007	2.08440801152814	0.86151006794972	2.41948189472557	0.0155426344429122	0.069264517312827
MKI67IP	2728.67210276058	1.28794626714603	0.532334884195728	2.41942864423004	0.0155449102479618	0.069264517312827
SGSM2	2326.52142116423	-0.919134843500673	0.379913038932789	-2.41932955521245	0.0155491458676761	0.0692654736789729
DLST	6842.08563853239	-0.82024246042225	0.339175369000094	-2.41834323889841	0.0155913619478224	0.069430298571222
EPHB2	585.055728942561	1.45816437749894	0.602976614630662	2.41827683216554	0.0155942078934203	0.069430298571222
C9orf116	322.380973968345	1.84352377316044	0.76239402233824	2.41807217678125	0.015602981537189	0.0694514108422783
PACSIN3	1043.24771057936	1.19145088051403	0.492781507855113	2.41780761153144	0.015614329972855	0.0694839700626194
FAM57A	708.670018390232	1.00974854334479	0.4176711183068	2.41756851045439	0.0156245923782662	0.0695116808646729
MFSD10	2209.72714140989	0.588855724769753	0.243639608893537	2.41691294549346	0.0156527601862563	0.069619015483721
C1S	28965.8139407506	-1.15916288222176	0.479676316017036	-2.41655225308349	0.015668277183051	0.0696565371651535
OTX1	50.7707141731314	2.12158439185211	0.877947050833088	2.41652886679092	0.0156692837289545	0.0696565371651535
CCNF	1205.04172983336	1.35552388177262	0.560998259793995	2.41627109907682	0.0156803818194755	0.0696878888602387
PPOX	741.176160148005	0.854362732025914	0.353771003684212	2.41501627642877	0.0157345065537477	0.0698828264912266
KIAA0467	2319.5327594612	-0.56576401842875	0.234273521438175	-2.41497210165108	0.0157364149517861	0.0698828264912266
SH3BP1	677.437892086194	1.24924168582493	0.51728633373621	2.41499070118869	0.0157356114068876	0.0698828264912266
AP2S1	3927.76319241697	0.982001593819463	0.406724052417542	2.41441731312055	0.0157603997556972	0.0699352514661617
RAD21	17933.9477927867	0.895276687065058	0.370782952544029	2.4145573061608	0.0157543444983606	0.0699352514661617
TRIM65	1716.08336541779	1.4647724206346	0.606675619802335	2.41442440214072	0.0157600930781011	0.0699352514661617
DDX41	2722.47902996887	0.780178768469576	0.323186312879254	2.41402168773483	0.0157775232002086	0.0699932049051747
STRBP	2314.45775019166	1.04987930457558	0.434954664479861	2.4137672045225	0.0157885463802529	0.070024073106652
LLGL2	2565.81328615935	1.66244988895655	0.688842524023415	2.41339614059605	0.0158046315029101	0.0700773699534438
C16orf70	1457.83583910337	0.52080823581101	0.215945648161215	2.41175610736179	0.0158758974915549	0.0703571418033253
LOC100190938	537.563063877013	-1.90353981626346	0.789256165418918	-2.41181494635916	0.015873335823091	0.0703571418033253
FAM26E	713.618567414432	-1.27059250819665	0.527100816709925	-2.41053033483704	0.0159293465856694	0.0705758550115074
C6orf218	32.917442639542	2.65985755279556	1.1036847745575	2.40997938370761	0.0159534219857526	0.0706643474226215
PLA2R1	1333.36957857159	-1.24894238897312	0.518381670242285	-2.4093104765633	0.0159826948117421	0.070770531578048
ACTR5	547.958963505277	0.670654989022285	0.278367412567043	2.40924389402356	0.0159856111906528	0.070770531578048
DYNC2H1	1774.51045167882	-1.23266996532175	0.51168082071255	-2.40906032711012	0.015993654020241	0.0707879455685176
TBX18	473.653951806645	-1.37268683146941	0.570212564637836	-2.40732477079185	0.0160698719595372	0.0711070162792158
FAM123B	674.887138983215	1.02234953626991	0.424780121867163	2.40677348971999	0.0160941485065717	0.0711961484782239
SEC13	4751.54618199414	0.651549610609396	0.270729514003548	2.4066441850919	0.0160998473087878	0.0712030731042819
CDK18	668.597510686322	1.13505841659063	0.471686550287592	2.40638283177372	0.0161113712674397	0.0712357498595783
DNHD1	397.724374342147	-1.07778569434625	0.447985065596865	-2.40585183997212	0.0161348068377806	0.0713196859860155
SERINC2	6751.60469128257	1.87896728941711	0.781026895027546	2.40576515530984	0.0161386355493724	0.0713196859860155
PTS	662.857897658499	0.957330023812841	0.398125277594407	2.40459492950892	0.0161904006093358	0.0715300951260369
BCL11A	470.94558663678	2.23062795034537	0.927955699894534	2.40380866306321	0.0162252630955069	0.0716657389956928
SNX4	2645.40344684427	0.396282219718259	0.164890226243049	2.40330933341153	0.0162474372471528	0.0717452842910675
PSMB2	6036.74189618949	1.10074118721312	0.458069031746283	2.40300284657271	0.0162610608512515	0.0717870410619318
ALS2CL	529.68110914741	-1.36866456793266	0.569629536413386	-2.40272752805326	0.0162733075546224	0.0718226994455356
NGFR	1221.58772553531	-1.85618907945021	0.772611138344017	-2.40248811766898	0.016283963581669	0.0718513208652229
THOP1	1082.44510155291	0.83215600128526	0.346418378631898	2.40217047539935	0.0162981111315274	0.0718953296675266
GUCY1B2	14.7518261611013	2.41728730717983	1.00637354509131	2.40197819087197	0.0163066805878611	0.0719043946298503
AMOT	3430.22519542938	0.95483453483957	0.397526876642258	2.40193705367711	0.0163085144443762	0.0719043946298503
CYP4B1	1563.76755436293	-2.28821032042485	0.952999742196341	-2.40106079688049	0.0163476201918584	0.0720583688395477
POP4	1731.03841129653	0.568936086800011	0.237013784627321	2.40043458946745	0.0163756171433514	0.0721633105426889
WLS	4650.05992212405	-0.938805832351217	0.391129033538021	-2.4002458315587	0.0163840645321802	0.0721820704939477
GDA	22.2851443362472	-2.40691888179302	1.00284554476657	-2.40008932018866	0.016391071710623	0.0721944774449479
VANGL1	1997.60540643849	0.63216268258318	0.263408462456565	2.39993307993065	0.0163980693769381	0.072206413935156
CHURC1	4475.4347546352	-0.768366459335607	0.320173815163645	-2.3998416577036	0.0164021651995974	0.072206413935156
CYP2U1	1150.35501219252	-1.21700774901286	0.507190217993587	-2.39950950518577	0.0164170535860394	0.072253491331915
MDK	4625.44977563511	1.32988852755309	0.554276689428087	2.3993224916698	0.0164254414926537	0.0722719425676762
KCNT1	24.3395285389704	2.06452757603231	0.860715294402285	2.39861843917389	0.016457053341696	0.0723925436322922
KCNK5	764.548504462933	1.71526693857487	0.715177733079832	2.39837855575881	0.0164678362700166	0.0724164736829518
IRS2	4091.16517746668	-1.32700717729629	0.55330918758349	-2.39831039692622	0.0164709011894697	0.0724164736829518
ENOPH1	2399.72185871512	0.854761123473217	0.356485167768992	2.39774666873971	0.0164962697462375	0.0725095030999457
CKS1B	2964.58450992163	1.57053970490992	0.655162200771384	2.39717691750344	0.0165219442139743	0.0725853126829689
ANKRD13D	1022.26512300677	0.764031349616616	0.318715913493098	2.39721745062209	0.0165201165276515	0.0725853126829689
SUSD4	1224.16626715746	2.04549663713859	0.853393588269972	2.39689712373547	0.016534565291206	0.0726222390888105
ANXA9	1092.70372364798	2.04748910377386	0.854381683683282	2.39645716062993	0.0165544284936394	0.0726909470383461
ECM1	7559.14946682178	1.91948197293371	0.801050305252877	2.39620653078431	0.0165657531534758	0.0727221365498913
PCDHGA5	146.533925695056	-1.50976601229879	0.630179852330984	-2.39577004360626	0.0165854919832281	0.0727902381918695
LBX2	15.1938854356149	1.66222677618063	0.693873746097367	2.39557525490722	0.0165943073842687	0.0728103767196668
EFHC2	79.0284869875171	1.40125209356521	0.585040239844271	2.39513797194224	0.0166141121486687	0.0728601567904703
ABCA17P	25.7054158765745	1.31766855093694	0.550139750527613	2.39515241295185	0.0166134577768446	0.0728601567904703
FAM155B	183.673866896072	1.8192813020477	0.759633850111609	2.39494501433868	0.0166228578934543	0.07287238904255
RAET1L	22.5793246035108	2.58731608824341	1.0803487122372	2.39488977858415	0.0166253621814247	0.07287238904255
HSD17B1	641.268053914713	1.87161156143019	0.781538380719779	2.39477882033955	0.0166303938263049	0.0728759002930368
PLOD1	9045.20916859054	0.955858609874263	0.399176549849107	2.39457605972993	0.0166395919052758	0.072897662807803
SF3B3	10386.1388349059	0.794556565944761	0.332253809893646	2.39141446173062	0.0167835943579162	0.0735098389040084
GATAD2B	3780.77238003051	0.868538547793214	0.363282523880356	2.39080740387958	0.0168113691004653	0.0736127717652807
SLC44A5	172.888477646397	-1.95860340542183	0.819615921404906	-2.38966002766831	0.0168639752675119	0.0738243552625566
C3orf64	1874.04308329094	-0.825702482587131	0.34556412760073	-2.38943344125453	0.0168743811185659	0.0738511405356747
PLA2G16	10564.0315520897	-1.84467838865598	0.772088238797527	-2.38920669421015	0.0168847999878726	0.0738592088854986
IPO9	6132.5790112504	0.736687663783358	0.308332460843721	2.38926404883704	0.0168821640492391	0.0738592088854986
ARF3	14343.0386674239	0.76010060198381	0.318170630616686	2.38897160467189	0.016895608150329	0.0738869382833099
IPO13	2301.99133692637	0.744724929155578	0.311746185236601	2.38888225236939	0.0168997176846767	0.0738869382833099
CTNS	915.110167426669	-0.539197325662456	0.225748826358933	-2.38848340591216	0.016918072324121	0.0739368413236479
NXN	1785.18254714054	0.956060239896555	0.400285188282507	2.38844770649321	0.0169197160395809	0.0739368413236479
RFWD2	3630.71651402296	0.965727526620775	0.404549809402409	2.38716594143827	0.0169788255369284	0.0741763248032283
FAM194A	2.49490644063412	2.48228279161618	1.03998874103859	2.38683621626253	0.0169940603188819	0.0742240575692344
BHLHE41	3753.34288940967	-0.787694223871961	0.330109639354237	-2.38615941483216	0.0170253691670567	0.0743419541880148
OTC	2.99931523595022	-2.43476089025546	1.02047324442448	-2.3859134999944	0.0170367577226878	0.0743728303423771
NT5E	2462.19534815235	-1.17690115697114	0.493448665511107	-2.38505287222151	0.0170766668825464	0.0744592446237804
EDEM2	1671.69776268834	0.70759778293223	0.296684139671595	2.3850205936707	0.0170781653029465	0.0744592446237804
GBP5	466.62715373794	1.46479766427634	0.614112389210429	2.38522734602317	0.0170685695347148	0.0744592446237804
SFT2D2	336.693017129788	1.44184836124405	0.604523277611005	2.38509982103922	0.0170744876515042	0.0744592446237804
LOC646982	9.82106442932327	-2.08174000886416	0.872710242862701	-2.38537364020795	0.0170617826027799	0.0744592446237804
AVPR1A	320.072963953217	-1.59152211265627	0.667453302953835	-2.38446960351075	0.017103760918375	0.0744765888725802
NOS3	842.307264594695	-1.11202503950079	0.466358852280179	-2.38448360970043	0.0171031098602428	0.0744765888725802
HIST1H3B	1.76460269692442	2.6815144603024	1.12455671277878	2.38450798419617	0.017101976897754	0.0744765888725802
PTCD1	890.217230967879	0.936825204848368	0.392829924258603	2.38481120453453	0.0170878882731606	0.0744765888725802
RRAGC	1806.1452572016	-1.12839589799951	0.473189636415198	-2.38465894255005	0.0170949615975899	0.0744765888725802
KCNB2	21.7005081862023	-1.95421730049773	0.819904587262304	-2.38346916319	0.0171503212690514	0.0745447664447772
SMYD2	1986.65925401281	0.911338942707929	0.382305723356035	2.38379623173785	0.0171350873261264	0.0745447664447772
ASPHD2	166.425946258274	0.864340728598524	0.362651912823361	2.38338941016292	0.0171540377445197	0.0745447664447772
ZNF286A	870.307480161204	0.932536868499053	0.391205032977954	2.38375478301069	0.0171370172353861	0.0745447664447772
BEND3	446.759650108805	1.39222657982744	0.584105602219805	2.38351862152408	0.0171480168752255	0.0745447664447772
PDCL3	1173.91364472104	0.901493119304969	0.378213201670976	2.38355804430438	0.0171461802587901	0.0745447664447772
ALKBH2	659.915456727299	0.990002505174169	0.415350237774067	2.38353662797874	0.01714717797461	0.0745447664447772
NBPF10	2806.71997634576	-0.854477752697842	0.358455498943843	-2.3837763828857	0.0171360114919574	0.0745447664447772
DCUN1D5	1110.33446221451	0.93745759003016	0.393378286851055	2.3830943937816	0.0171677915915274	0.0745857195348425
MAP3K8	841.422329325752	-1.34923701099093	0.566229703596136	-2.38284392786514	0.0171794760602239	0.074617663795617
ISCA1	2313.73473556989	-0.704465990818612	0.295682640254616	-2.38250710360265	0.0171952002249068	0.0746671336209339
SLC1A7	146.279775742498	-1.71982044547893	0.72200923982934	-2.38199229401197	0.017219257777652	0.0747527556647767
SET	16608.3061030876	0.741142393730443	0.311262389586058	2.3810856002104	0.0172617002568023	0.0748883612698976
SLC3A2	8269.73803613464	0.650926738577863	0.273405117736604	2.38081402413601	0.0172744306201924	0.0748883612698976
DARS2	2332.07417517929	0.94780103046715	0.398084531939086	2.38090393979985	0.017270214834131	0.0748883612698976
PCDHGA9	253.684724554383	-1.45631098699526	0.611637461496463	-2.38100358246889	0.0172655440418069	0.0748883612698976
PLB1	106.91450184205	-1.28573456642428	0.539972774708718	-2.38110998673563	0.0172605575200657	0.0748883612698976
TTLL9	50.2846050116644	1.79073786240954	0.752168082858945	2.38076821287478	0.017276578874177	0.0748883612698976
CLK2	1791.66039704635	0.741053556654934	0.311380697034796	2.37989561880942	0.0173175426942616	0.0750470416229811
C1orf106	844.867263262747	2.25454200717578	0.947366436667817	2.37979932570306	0.0173220683767176	0.0750477741089881
HIST1H2BK	3506.37757159912	1.40135302518064	0.58895116852915	2.37940443972696	0.0173406384843737	0.0751093383283432
SMG6	2774.78075463041	-0.68913631130296	0.289654503134472	-2.37916657205577	0.0173518329936477	0.0751203389070915
LOC158376	237.234250840322	-1.74468495964767	0.733318138852012	-2.37916514976559	0.0173518999484104	0.0751203389070915
APBB3	440.849386812663	-1.04282787942329	0.438447833312474	-2.37845371830149	0.0173854192242261	0.0752465405920899
C1orf9	4824.9839156546	0.965277948214362	0.405961346135778	2.37775827034408	0.0174182402999639	0.0753696577259929
MRPL15	2964.37664209568	1.19509041137752	0.502641950629087	2.377617725464	0.0174248797916843	0.0753794523585018
PTPN1	3993.48741293881	0.772181075200739	0.324866610412928	2.37691732683529	0.017458000474295	0.0755037700653289
FAM151A	4.21965458591463	-2.83573549028928	1.19311712214554	-2.37674528146062	0.017466144652792	0.075520032075551
HCCS	1239.16553656406	0.459266609627822	0.193264971520901	2.37635721576247	0.0174845269006446	0.0755805421306159
PLN	456.403155467535	-1.35611192059982	0.57077696186922	-2.37590514543322	0.0175059623648582	0.0756425844844656
ANP32E	4508.78448764575	1.39083440817792	0.58540021324645	2.37586932274038	0.0175076619261328	0.0756425844844656
SNHG3	101.961058740247	1.58177181586917	0.665899206072257	2.37539225373026	0.017530309642543	0.075702460241275
NUP37	1005.29979561843	1.0111458583871	0.425664398975155	2.3754531993316	0.0175274149648626	0.075702460241275
ACTR3	11669.3217900947	0.893298245638374	0.376093323882366	2.37520367662197	0.0175392689723722	0.0757221672476399
FOXL1	82.4804439703778	1.54180410503333	0.649154641004665	2.37509525102857	0.017544422107667	0.0757254360377529
DNAL4	1219.29966234824	0.853203841171144	0.359297720227743	2.37464306934744	0.017565927226055	0.0757613075603466
LHX6	703.803774862341	-1.3264851559323	0.558570327610829	-2.37478628985909	0.0175591133629508	0.0757613075603466
NKD1	72.3713218026175	0.871143628204291	0.3668484499233	2.3746689631275	0.0175646951312214	0.0757613075603466
FOXD4	32.2218107772227	1.5148227873935	0.637990795035403	2.37436464472726	0.0175791801968451	0.0757897309142244
PLIN5	1043.728991167	-2.15284931651438	0.906722565640535	-2.37431977331848	0.0175813168891931	0.0757897309142244
DDX55	1328.56182424363	0.767857149655899	0.323415435036824	2.37421305995637	0.0175863992939251	0.0757926730640863
PPPDE2	968.074635654526	1.25530298587783	0.528804170608609	2.37385227963138	0.0176035916069878	0.0758477911510686
RORA	1303.74851714881	-0.841342689402591	0.354486190200632	-2.37341457202157	0.0176244695239185	0.0759187576941787
ANKRD23	70.3019622287303	1.13270618491702	0.477370018096336	2.37280545903163	0.0176535593045116	0.0760250531448793
C1QA	4605.34331658959	-1.52269866440063	0.641770433563864	-2.37265318681763	0.0176608380333192	0.0760373896430785
NANOS3	10.8104385315894	1.29751546039704	0.54691465741822	2.37242765904671	0.0176716232668395	0.0760648131920481
TMX3	3319.97556927048	-0.704364469698531	0.29691262578112	-2.37229544498313	0.0176779487175261	0.0760730313784923
CAD	3386.30235383166	1.01035568715748	0.42594062519618	2.37205757655104	0.0176893339335483	0.0761030135712543
KCNS1	179.183927067798	2.44445243793462	1.03076540266804	2.37149251576294	0.0177164054897224	0.0762004496793904
CALCB	6.2592304496575	2.71834065801206	1.1463906347425	2.37121673505529	0.0177296310758272	0.0762382987798801
HYAL3	177.564596499019	1.18974887233255	0.50181589966714	2.37088715826207	0.0177454479030599	0.076268234924678
FUK	910.782291936467	0.619355350372442	0.261226862407069	2.37094816614726	0.0177425191214937	0.076268234924678
NAA38	1271.81762891114	0.825637983662881	0.34830133348267	2.37047034935903	0.0177654688216124	0.0763352371965816
IL29	3.26990703327613	2.74758657047567	1.15917866537894	2.37028738755943	0.0177742634229554	0.0763539804797579
RNF24	974.575559500856	0.922481275603877	0.389210175617627	2.37013658273455	0.0177815151719088	0.0763660883448767
YKT6	5539.33031425893	0.899768010798728	0.379686689207654	2.36976443044764	0.0177994219466081	0.0764048947052758
MGAT5B	94.9763440940839	1.97293362332733	0.832540064404805	2.3697761917774	0.0177988557874292	0.0764048947052758
STARD10	6510.25164612023	1.88754526359054	0.796602028128284	2.36949593013912	0.0178123511312132	0.0764317246680678
ZSWIM6	910.159222953723	-0.411438790642246	0.173647356332977	-2.36939277009949	0.0178173208186612	0.0764317246680678
WBSCR26	24.0449612782191	1.78373745834577	0.752835687092946	2.36935826625544	0.0178189832965843	0.0764317246680678
PGM5P2	11.3241211202986	-1.62230098071885	0.684865635264939	-2.36878724407199	0.0178465162587049	0.0765307665104432
OR10V1	1.54346317316512	-2.8611233900369	1.20818780651155	-2.36811145967276	0.0178791486912772	0.0766516215420462
RNF112	34.8538544874182	-1.2611978283438	0.532677073151255	-2.36765930413093	0.0179010116612185	0.0767187700332495
CCDC64	454.108666590459	1.77080346737488	0.747930798003846	2.36760335595349	0.0179037185378883	0.0767187700332495
ECHS1	12195.4992712064	-1.28147637538525	0.541277813410007	-2.36750212855032	0.0179086170188937	0.0767206756447308
FBL	7469.62058676706	1.28596874477801	0.543286243056665	2.36701878836988	0.0179320224563697	0.0768018445632584
ELMO3	1036.10578417573	1.64693032641696	0.6960184396876	2.36621651454545	0.0179709312076204	0.0769493564460526
MCAT	921.098770257883	0.765328708229326	0.32359824187515	2.36505830128893	0.0180272327838607	0.0771712504808112
PTPN14	1011.5518176229	-1.10107878032062	0.465594244137811	-2.36488915871286	0.0180354678408638	0.0771873214973219
ALDH3A1	51.7687741525923	-2.31573304846523	0.979264863830847	-2.36476681028477	0.0180414266812389	0.0771936453082517
NUBPL	1047.48889738765	-1.01198299333093	0.427962409246085	-2.36465393096949	0.0180469258685681	0.0771979997546448
AEN	1453.46330854345	1.01167752362408	0.427982005521344	2.36383191482949	0.0180870166535613	0.0773345650846061
SGIP1	194.254240389039	0.918152952875259	0.388419929408627	2.36381525086304	0.0180878301826238	0.0773345650846061
BTBD12	615.14317215289	0.849988823842428	0.359628323882641	2.36352024408346	0.0181022376176048	0.0773769591069132
PCK2	3347.88869434772	-1.16734699712422	0.493941875908255	-2.363328670965	0.0181115989780492	0.0773785724196121
LETMD1	3343.86828283348	-1.16918956832446	0.494709640329554	-2.36338545484094	0.0181088237504663	0.0773785724196121
BCO2	42.7706115023701	-0.917497551645787	0.388276101657453	-2.36300289337721	0.0181275280730784	0.0774082296943105
C1orf173	128.757213275264	-2.26663093128866	0.959181870310553	-2.36308775368616	0.018123377594994	0.0774082296943105
PHACTR3	13.2356149904427	-1.78270053328805	0.754497475186613	-2.36276540600368	0.0181391478942744	0.0774386521999432
S100A5	5.79182529737267	2.57645758015247	1.09056562479661	2.36249659953565	0.0181523079703209	0.0774641827151757
TMEM169	76.4974364492083	-1.29013498797094	0.546119454265203	-2.36236775286975	0.0181586189367166	0.0774641827151757
CLVS1	36.1449608450725	-1.36741817843369	0.578817220746215	-2.36243520306947	0.0181553149566573	0.0774641827151757
GPR89B	96.1388895898822	1.63467034301974	0.692162858001355	2.36168457195162	0.0181921135508043	0.0775878554162306
SEPHS1	4061.78833202677	1.13949808371188	0.482712431955381	2.36061474343218	0.0182446731981674	0.0777927575523842
SPC24	14.9586953865994	1.91514541709145	0.811354406504582	2.36043016681469	0.0182537547053808	0.077812219389975
GCAT	596.966051285941	1.05765298208488	0.448154181148543	2.36002033803254	0.0182739331820763	0.0778789641252958
MKNK1	1423.24746629359	-0.838520591788334	0.355437588835115	-2.35912187716679	0.0183182384704034	0.0780484728892328
CCDC11	86.859925388859	1.74323906199186	0.739156587700878	2.35841645870214	0.018353090240988	0.0781776292015973
SLC12A4	3059.38629320539	-0.884246243695315	0.374976744819739	-2.35813622020852	0.018366951752163	0.0782173327275057
RIPK1	2840.7698099758	-0.51377482724235	0.217908935497972	-2.35775015865346	0.0183860626255282	0.0782600234216329
KANK1	6937.55105522652	-1.38898318293822	0.589108916356537	-2.35776975084449	0.0183850923510543	0.0782600234216329
RUFY2	927.327745315569	-0.542437820876479	0.230106961521536	-2.35732903207151	0.0184069291394085	0.0783294865008526
C6orf201	25.7522264929094	-1.54763723387367	0.656656788108732	-2.35684342551471	0.0184310163179756	0.0784126172125086
C13orf37	1094.26607147509	1.02688871344918	0.435743454711768	2.35663600300877	0.018441313347106	0.0784370527696907
SDCCAG1	2459.92551525028	-0.439188610922114	0.186422991476559	-2.35587149119071	0.0184793093277519	0.0785598673444852
DOCK5	1064.56503138176	0.841247755677799	0.3570758001607	2.3559360653934	0.0184760973645687	0.0785598673444852
C14orf159	1947.65995042094	-1.11700788493505	0.47416883558194	-2.35571762864626	0.0184869645210717	0.0785730201924456
VIPR2	95.3475130156254	-2.24344507530225	0.952500285704193	-2.35532220721975	0.0185066508362591	0.078637288432511
CIRBP	10328.4473798005	-1.02398903700384	0.434849986323655	-2.35480986365191	0.0185321854801071	0.0787263691936683
DCAF5	4329.73180194441	-0.624361335364855	0.265154398847876	-2.35470857009264	0.018537237489143	0.078728415430961
C17orf51	678.022999131697	-0.907962066739391	0.385676626428998	-2.35420558187895	0.0185623418450128	0.0788156028154276
CSF2RA	705.587239891512	-1.41226893094369	0.60009060028613	-2.35342618309686	0.0186013007350371	0.078918506612898
KIAA0831	1662.29057335455	-0.525847592721903	0.223446004896966	-2.35335419384374	0.018604902783872	0.078918506612898
C16orf58	4721.30271285103	0.623632030556628	0.264993422888421	2.35338682658255	0.0186032698989996	0.078918506612898
C20orf118	56.522959064153	-1.12546512706275	0.478217434488877	-2.35345900398979	0.0185996587138416	0.078918506612898
LAMA3	4428.16025463693	-1.66466343111623	0.707419980737989	-2.35314731905032	0.0186152573525621	0.0789235597231687
ZSWIM1	869.008960424923	0.69370533531461	0.29479272656465	2.35319691702935	0.0186127743979503	0.0789235597231687
AKT1	9765.47872407227	0.559602201016427	0.237872108697854	2.35253390605469	0.0186459897589987	0.0790226893738523
CHRNA6	17.903677843255	2.39275624723096	1.01711317897194	2.35249753586858	0.0186478133231574	0.0790226893738523
FAM86A	967.420817002695	0.814352741661642	0.346234486144198	2.35202665895761	0.0186714367037839	0.0791033371026517
LSM2	2223.68623504117	1.40978089752271	0.599465002692439	2.35173177948807	0.0186862438131479	0.0791466033747936
NAA10	1896.77809498853	0.699140128215374	0.297316069945993	2.35150467427601	0.0186976547003109	0.0791754670274227
NKTR	4254.10910053537	-0.818133480670547	0.348045822161912	-2.3506487610989	0.0187407148023538	0.0792993252727455
RPL39	2082.01359110075	1.14261947256255	0.486064387627612	2.35075743388536	0.0187352427840157	0.0792993252727455
ZNF442	104.423363767785	-1.16537030488973	0.495754342493649	-2.3507011537769	0.0187380764908811	0.0792993252727455
TFDP1	4928.44250066109	0.93701435094494	0.398712877722095	2.35009803620651	0.0187684670419915	0.0793777592107402
SAC3D1	324.314142110362	0.79593197087516	0.338668802685386	2.35017800448115	0.0187644350349374	0.0793777592107402
ZSCAN23	86.0225165830383	-1.23982558293449	0.527673327804746	-2.34960820948157	0.0187931806877038	0.0794627713614104
NPAT	1213.68870776076	-0.462006219804502	0.196656353727542	-2.34930736305926	0.0188083736547936	0.079468403443611
RRP1	1128.15131845028	1.07468472818849	0.457462609916184	2.34922965263847	0.0188122998340421	0.079468403443611
CGN	3533.10702158129	1.94148875609647	0.826440976830928	2.34921647222928	0.0188129658216095	0.079468403443611
PPM1M	1239.0244569987	-0.863098732555528	0.367356843585458	-2.3494832003987	0.018799492434942	0.079468403443611
